,molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value,MW,LogP,NumHDonors,NumHAcceptors,standard_value_norm
1489,CHEMBL20345,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCSc3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.1,542.7360000000002,6.518000000000008,1.0,4.0,0.1
1490,CHEMBL471920,CC(C)C[C@H](C(=O)O)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.5,548.6650000000001,6.763700000000007,1.0,3.0,0.5
1491,CHEMBL21106,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.06,546.6490000000001,6.517700000000008,1.0,3.0,0.06
1492,CHEMBL21117,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.3,560.6760000000002,6.907800000000008,1.0,3.0,0.3
1493,CHEMBL20453,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(O)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.4,526.6680000000001,5.459300000000006,2.0,4.0,0.4
1494,CHEMBL417825,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(CO)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,4.8,540.6950000000002,5.501800000000006,2.0,4.0,4.8
1495,CHEMBL20598,CC(O)(CCC1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1)c1ccc(F)cc1,active,1.6,540.6950000000003,5.633400000000005,2.0,4.0,1.6
1496,CHEMBL283788,COC(=O)C(CCC1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1)c1ccc(F)cc1,active,1.5,568.7050000000004,5.682500000000005,1.0,5.0,1.5
1497,CHEMBL161594,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4O[C@H](c5ccccc5)C[C@@H]34)CC2)cc1,active,30.0,438.61500000000024,6.026800000000006,0.0,3.0,30.0
1498,CHEMBL158438,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3O[C@H](c4ccccc4)C[C@@H]23)CC1,active,46.0,539.7200000000001,6.270300000000008,0.0,5.0,46.0
1499,CHEMBL539943,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4OC5(CCCCC5)C[C@@H]34)CC2)cc1,active,33.0,430.6360000000004,5.988400000000007,0.0,3.0,33.0
1500,CHEMBL161480,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1,active,86.0,531.7410000000003,6.2319000000000075,0.0,5.0,86.0
1501,CHEMBL157983,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1,active,14.0,588.7490000000001,6.306200000000007,0.0,7.0,14.0
1502,CHEMBL511806,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(-c4ccccc4)no3)CC2)[C@@H](c2ccccc2)C1,active,18.1,527.7090000000002,6.270100000000007,1.0,5.0,18.1
1503,CHEMBL470507,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3nocc3-c3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,27.0,527.7090000000002,6.270100000000007,1.0,5.0,27.0
1504,CHEMBL471722,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3nc(-c4ccccc4)c[nH]3)CC2)[C@@H](c2ccccc2)C1,active,23.0,526.7250000000001,6.0052000000000065,2.0,4.0,23.0
1505,CHEMBL511154,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cnc(-c4ccccc4)[nH]3)CC2)[C@@H](c2ccccc2)C1,active,6.2,526.7250000000001,6.0052000000000065,2.0,4.0,6.2
1506,CHEMBL511494,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3ncc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,2.0,557.8040000000002,6.662400000000008,1.0,5.0,2.0
1507,CHEMBL480503,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,0.29,557.8040000000002,6.662400000000008,1.0,5.0,0.29
1508,CHEMBL480504,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,1.6,513.6820000000002,5.413700000000006,1.0,5.0,1.6
1509,CHEMBL480693,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,0.34,527.7090000000002,5.803800000000006,1.0,5.0,0.34
1510,CHEMBL520091,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,0.23,529.7500000000002,5.882200000000006,1.0,5.0,0.23
1511,CHEMBL449758,CCc1nc(Cc2ccccc2)oc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,0.89,555.7630000000003,6.366200000000007,1.0,5.0,0.89
1512,CHEMBL471251,CCc1nc(Cc2ccccc2)sc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,0.76,571.8310000000002,6.834700000000008,1.0,5.0,0.76
1513,CHEMBL480890,CCc1nc(Cc2ccccc2)sc1C1CCN(C[C@H]2CN([C@H](CC(C)C)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,1.0,559.8200000000002,6.690600000000008,1.0,5.0,1.0
1514,CHEMBL195199,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,63.0,516.6860000000001,4.715600000000004,2.0,5.0,63.0
1515,CHEMBL195930,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4ncccc43)CC2)[C@@H](c2ccccc2)C1,active,23.0,501.67500000000024,4.817300000000004,1.0,6.0,23.0
1516,CHEMBL436290,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4cccnc43)CC2)[C@@H](c2ccccc2)C1,active,2.8,501.67500000000024,4.817300000000004,1.0,6.0,2.8
1517,CHEMBL470512,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3ncc4ccccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,13.0,504.6500000000002,5.0118000000000045,1.0,5.0,13.0
1518,CHEMBL472798,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ncccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,3.5,505.6380000000002,4.406800000000003,1.0,6.0,3.5
1519,CHEMBL472799,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4ccncc4n3)CC2)[C@@H](c2cccc(F)c2)C1,active,29.0,505.6380000000002,4.406800000000003,1.0,6.0,29.0
1520,CHEMBL516027,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4cccnc4n3)CC2)[C@@H](c2cccc(F)c2)C1,active,200.0,505.6380000000002,4.406800000000004,1.0,6.0,200.0
1521,CHEMBL353331,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,1.2,568.8060000000003,6.422300000000007,1.0,5.0,1.2
1522,CHEMBL175327,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.2,558.7420000000002,5.781200000000006,1.0,5.0,1.2
1523,CHEMBL174304,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,active,1.5,546.7310000000001,5.6371000000000056,1.0,5.0,1.5
1524,CHEMBL368265,CCn1ncc(Cc2ccccc2)c1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,3.0,568.8060000000003,6.422300000000007,1.0,5.0,3.0
1525,CHEMBL170987,CCn1cc(Cc2ccccc2)c(C2CCN(C[C@H]3CN([C@@H](C(=O)O)C4CCCCC4)C[C@@H]3c3ccccc3)CC2)n1,active,20.0,568.8060000000003,6.422300000000007,1.0,5.0,20.0
1526,CHEMBL366626,CCn1cc(CCc2ccccc2)c(C2CCN(C[C@H]3CN([C@@H](C(=O)O)C4CCCCC4)C[C@@H]3c3ccccc3)CC2)n1,active,2.3,582.8330000000002,6.616700000000008,1.0,5.0,2.3
1527,CHEMBL172659,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)n[nH]3)CC2)[C@@H](c2ccccc2)C1,active,2.2,540.7520000000002,5.9290000000000065,2.0,4.0,2.2
1528,CHEMBL176392,Cn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,4.2,554.7790000000002,5.939400000000006,1.0,5.0,4.2
1529,CHEMBL511634,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)no3)CC2)[C@@H](c2ccccc2)C1,active,0.8,541.7360000000002,6.193900000000007,1.0,5.0,0.8
1530,CHEMBL471542,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)on3)CC2)[C@@H](c2ccccc2)C1,active,1.2,541.7360000000002,6.193900000000007,1.0,5.0,1.2
1531,CHEMBL366450,CCn1nc(-c2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,22.0,554.7790000000002,6.498500000000007,1.0,5.0,22.0
1532,CHEMBL172761,CCn1nc(-c2ccc(C#N)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,16.0,579.7890000000003,6.3701800000000075,1.0,6.0,16.0
1533,CHEMBL368757,CCn1nc(-c2ccc(CN)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,122.0,583.8210000000003,5.957200000000006,2.0,6.0,122.0
1534,CHEMBL499483,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(C(F)(F)c4ccccc4)n[nH]3)CC2)[C@@H](c2ccccc2)C1,active,2.1,576.7320000000002,6.478300000000007,2.0,4.0,2.1
1535,CHEMBL465416,CCn1nc(C(C)(C)c2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,6.9,596.8600000000004,7.157400000000009,1.0,5.0,6.9
1536,CHEMBL323370,OC1(CCCc2ccccn2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,7.0,475.7210000000004,5.527100000000006,1.0,4.0,7.0
1537,CHEMBL432596,O=C(O)Cc1cccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)c1,active,6.0,532.7690000000003,5.759200000000006,2.0,4.0,6.0
1538,CHEMBL100336,O=C(O)Cc1ccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)cc1,active,5.0,532.7690000000005,5.759200000000006,2.0,4.0,5.0
1539,CHEMBL464132,Cn1nnc(-c2ccc(CCCC3(O)CCN(C[C@H]4CN(CC5CCCCC5)C[C@@H]4c4ccccc4)CC3)cc2)n1,active,0.4,556.7990000000003,5.322600000000006,1.0,7.0,0.4
1540,CHEMBL468150,C=C(Cc1ccccc1)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,3.6,590.8960000000003,8.299600000000009,1.0,3.0,3.6
1541,CHEMBL99788,COC(=O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,1.0,532.7690000000002,5.6737000000000055,1.0,5.0,1.0
1542,CHEMBL100958,COC(=O)[C@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,4.0,532.7690000000002,5.6737000000000055,1.0,5.0,4.0
1543,CHEMBL100596,O=C(O)[C@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,5.0,518.7420000000002,5.5853000000000055,2.0,4.0,5.0
1544,CHEMBL322693,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,active,36.0,438.58700000000016,4.829900000000005,1.0,3.0,36.0
1545,CHEMBL99909,O=C(O)[C@@H](C1CCCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,0.2,488.7160000000003,6.080300000000007,1.0,3.0,0.2
1546,CHEMBL135432,C=CCN(c1ncccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,12.0,487.6920000000004,4.755900000000005,0.0,5.0,12.0
1547,CHEMBL137728,CCCN(c1cccnc1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,5.0,518.7460000000003,5.511500000000005,1.0,5.0,5.0
1548,CHEMBL428104,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.8,523.6970000000002,4.6555000000000035,1.0,6.0,1.8
1549,CHEMBL471909,CC(C)C[C@H](C(=O)O)N1C[C@H](CN2CCC(CCSc3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.8,530.725,6.373900000000007,1.0,4.0,0.8
1550,CHEMBL20622,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,active,0.2,542.6860000000001,6.768700000000008,1.0,3.0,0.2
1551,CHEMBL455073,O=C(O)[C@@H](CC1CCCCC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,active,0.3,570.7400000000002,7.5489000000000095,1.0,3.0,0.3
1552,CHEMBL504250,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(OCCO)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,3.7,570.7210000000002,5.4759000000000055,2.0,5.0,3.7
1553,CHEMBL520755,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)[nH]3)CC2)[C@@H](c2ccccc2)C1,active,0.67,540.7520000000002,5.9290000000000065,2.0,4.0,0.67
1554,CHEMBL481080,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3csc(Cc4ccccc4)n3)CC2)[C@@H](c2ccccc2)C1,active,1.3,557.8040000000002,6.662400000000008,1.0,5.0,1.3
1555,CHEMBL481274,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3ncc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,1.5,541.7360000000002,6.193900000000007,1.0,5.0,1.5
1556,CHEMBL471765,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)[nH]3)CC2)[C@@H](c2ccccc2)C1,active,7.0,500.68700000000024,5.004700000000005,2.0,4.0,7.0
1557,CHEMBL471766,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,3.8,501.6710000000003,5.269600000000005,1.0,5.0,3.8
1558,CHEMBL513564,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,0.51,517.7390000000001,5.738100000000006,1.0,5.0,0.51
1559,CHEMBL511493,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,0.23,543.7770000000002,6.2723000000000075,1.0,5.0,0.23
1560,CHEMBL500631,CCc1nc(Cc2ccccc2)[nH]c1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,0.57,554.7790000000002,6.101300000000006,2.0,4.0,0.57
1561,CHEMBL472412,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3[nH]c(Cc4ccccc4)nc3Cl)CC2)[C@@H](c2ccccc2)C1,active,0.6,561.1700000000002,6.192300000000007,2.0,4.0,0.6
1562,CHEMBL364070,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,2.5,500.68700000000024,5.422300000000005,1.0,5.0,2.5
1563,CHEMBL474838,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3nnc4ccccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,12.0,505.6380000000002,4.406800000000004,1.0,6.0,12.0
1564,CHEMBL475606,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4cccnn34)CC2)[C@@H](c2cccc(F)c2)C1,active,3.0,505.6380000000002,4.406800000000004,1.0,6.0,3.0
1565,CHEMBL475777,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4ccccc4n3)CC2)[C@@H](c2cccc(F)c2)C1,active,65.0,504.6500000000002,5.0118000000000045,1.0,5.0,65.0
1566,CHEMBL173095,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.2,572.7690000000002,6.171300000000007,1.0,5.0,1.2
1567,CHEMBL352514,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCC3)C[C@@H]2c2ccccc2)CC1,active,1.6,540.7520000000002,5.6421000000000054,1.0,5.0,1.6
1568,CHEMBL172854,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,active,0.8,560.7580000000002,6.027200000000007,1.0,5.0,0.8
1569,CHEMBL435727,CCC(CC)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,active,0.9,574.7850000000003,6.417300000000007,1.0,5.0,0.9
1570,CHEMBL353827,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3[nH]ncc3Cc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,4.8,540.7520000000002,5.929000000000006,2.0,4.0,4.8
1571,CHEMBL367421,CCCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,4.6,582.8330000000003,6.812400000000007,1.0,5.0,4.6
1572,CHEMBL366536,CCCCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,3.0,596.8600000000004,7.202500000000009,1.0,5.0,3.0
1573,CHEMBL499793,CC(C)(c1ccccc1)c1cc(C2CCN(C[C@H]3CN([C@@H](C(=O)O)C4CCCCC4)C[C@@H]3c3ccccc3)CC2)[nH]n1,active,11.5,568.8060000000002,6.664100000000007,2.0,4.0,11.5
1574,CHEMBL278085,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.5,506.7060000000003,6.219400000000007,1.0,3.0,0.5
1575,CHEMBL320386,O=C(O)[C@@H](C1CCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,0.1,474.68900000000025,5.690200000000006,1.0,3.0,0.1
1576,CHEMBL495654,C/C=C(\C)[C@@H]1CC[C@@H]2C[C@H](C)C[C@H](C)[C@H]2[C@@H]1/C(O)=C1/C(=O)N[C@H](C[C@](C)(O)C(=O)O)C1=O,intermediate,1200.0,447.57200000000023,3.3825000000000007,4.0,5.0,1200.0
1577,CHEMBL495854,C/C=C(\C)[C@@H]1CC[C@@H]2C[C@H](C)C[C@H](C)[C@H]2[C@@H]1/C(O)=C1/C(=O)N[C@H](C[C@@](C)(O)C(=O)O)C1=O,inactive,79000.0,447.57200000000023,3.3825000000000007,4.0,5.0,79000.0
1578,CHEMBL452864,C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,intermediate,3000.0,378.6110000000001,4.590400000000003,1.0,5.0,3000.0
1579,CHEMBL517893,Cc1ccnc(C)c1C(=O)N1CCC(N(C)C2CN(C(c3ccccc3)c3ccccc3)C2)CC1,active,24.0,468.6450000000002,4.708640000000004,0.0,4.0,24.0
1580,CHEMBL458351,Cc1ccnc(C)c1C(=O)N1CCC(N2CC3CCC(C2)N3C(c2ccccc2)c2ccccc2)CC1,active,313.0,494.6830000000002,5.241240000000006,0.0,4.0,313.0
1581,CHEMBL514749,Cc1ccnc(C)c1C(=O)N1CCC(N2C3CCC2CN(C(c2ccccc2)c2ccccc2)C3)CC1,active,41.0,494.6830000000002,5.241240000000006,0.0,4.0,41.0
1582,CHEMBL459985,Cc1ccnc(C)c1C(=O)N1CC(N(C)C2CCN(C(c3ccccc3)c3ccccc3)CC2)C1,active,102.0,468.6450000000002,4.708640000000004,0.0,4.0,102.0
1583,CHEMBL459986,Cc1ccnc(C)c1C(=O)NCCN1CCCC(CC(c2ccccc2)c2ccccc2)C1,active,56.0,441.61900000000014,5.362440000000006,1.0,3.0,56.0
1584,CHEMBL471844,CC(=O)NC(c1ccccc1)C1CN(C2CCN(C(=O)c3c(C)cccc3C)CC2)C1,intermediate,2490.0,419.56900000000024,3.717240000000003,1.0,3.0,2490.0
1585,CHEMBL471403,Cc1cccc(C)c1C(=O)N1CCC(N2CCC(CNC(=O)C3CC3)(Cc3ccccc3)CC2)CC1,active,145.0,487.68800000000033,4.759140000000004,1.0,3.0,145.0
1586,CHEMBL481068,Cc1cccc(C)c1C(=O)N1[C@H]2CC[C@@H]1C[C@@H](N1CC[C@@H](N(Cc3ccccc3)C(=O)C3CC3)C1)C2,active,1.0,485.67200000000037,4.952140000000005,0.0,3.0,1.0
1587,CHEMBL471623,Cc1cccc(C)c1C(=O)N1CCC(N2CC[C@@H](N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,active,1.0,459.6340000000003,4.421140000000004,0.0,3.0,1.0
1588,CHEMBL470578,Cc1cccc(C)c1C(=O)N1CCC(N2CC[C@H](N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,intermediate,1230.0,459.6340000000003,4.421140000000004,0.0,3.0,1230.0
1589,CHEMBL472260,Cc1cccc(C)c1C(=O)N1CCC(N2CCC(N(Cc3ccccc3)C(=O)C3CCC3)CC2)CC1,active,3.0,487.6880000000004,5.201340000000005,0.0,3.0,3.0
1590,CHEMBL472464,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)C(=O)C3CC3)CC2)CC1,active,0.5,487.68800000000033,5.201340000000005,0.0,3.0,0.5
1591,CHEMBL471218,Cc1cccc(C)c1C(=O)N1CCC(N2CC(N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,intermediate,5800.0,445.6070000000003,4.0310400000000035,0.0,3.0,5800.0
1592,CHEMBL471623,Cc1cccc(C)c1C(=O)N1CCC(N2CC[C@@H](N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,active,8.0,459.6340000000003,4.421140000000004,0.0,3.0,8.0
1593,CHEMBL515193,CCN(C(=O)NCc1ccc(Cl)c(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,0.003,559.5820000000002,6.425500000000007,2.0,3.0,0.003
1594,CHEMBL460845,CCN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,0.05,544.5670000000002,6.285000000000007,1.0,3.0,0.05
1595,CHEMBL457043,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,0.07,553.7690000000002,4.381700000000003,1.0,5.0,0.07
1596,CHEMBL461687,CCN(C(=O)NCc1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,0.16,490.69200000000035,5.118700000000005,2.0,3.0,0.16
1597,CHEMBL1201187,Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,active,0.2,513.6770000000002,5.950920000000006,1.0,5.0,0.2
1598,CHEMBL459384,CCN(C(=O)Cc1ccc(Cl)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,0.34,510.12200000000036,5.631600000000006,1.0,3.0,0.34
1599,CHEMBL456226,CCN(C(=O)Cc1ccc(C(F)(F)F)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,0.48,543.6740000000002,5.997000000000006,1.0,3.0,0.48
1600,CHEMBL461690,CCN(C(=O)Cc1ccc(F)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,0.94,493.6670000000003,5.117300000000005,1.0,3.0,0.94
1601,CHEMBL457044,CCN(C(=O)Cc1cccc(Cl)c1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,1.54,510.12200000000036,5.631600000000006,1.0,3.0,1.54
1602,CHEMBL469724,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,2.0,437.6320000000003,4.783020000000004,1.0,5.0,2.0
1603,CHEMBL457960,CCN(C(=O)Cc1ccc(Cl)cc1Cl)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,2.33,544.5670000000002,6.285000000000007,1.0,3.0,2.33
1604,CHEMBL461689,CCN(C(=O)OCc1ccccc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,3.16,491.6760000000004,5.545700000000005,1.0,4.0,3.16
1605,CHEMBL459567,CCN(C(=O)Oc1ccc(Cl)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,active,3.4,512.0940000000003,6.061300000000006,1.0,4.0,3.4
